Q_ID,FACTOR,SUPER FACTOR,ITEM HEBREW,ITEM ENGLISH,REV,RANK / SCALE,TYPE, FIT HEBREW,FIT ENGLISH,ANSWER HEBREW,ANSWER ENGLISH,ANS_OPT_HEBREW,ANS_OPT_ENGLISH,AYALON,NEW PILOT,DEMO,Ayalon pre-callibration,Nike,INCLUDED
competence_4,learning competence,learning competence,אני מסתכל/ת על העובדות,I look at the facts.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
competence_5,learning competence,learning competence,אני מתמודד/ת עם אתגרים,I meet challenges.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,yes,yes,,"AYALON,EH,"
competence_6,learning competence,learning competence,אני מחפש/ת הסברים לדברים,I seek explanations of things.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
competence_7,learning competence,learning competence,אני צריך/ה שדברים יוסברו לי פעם אחת,I need things explained only once.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
competence_8,learning competence,learning competence,אני בעל/ת פתרונות טובים,I come up with good solutions.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,yes,,,
competence_9,learning competence,learning competence,אני מלא/ה ברעיונות,I am full of ideas.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,yes,,,,
competence_10,learning competence,learning competence,אני יודע/ת איך ליישם את הידע שלי,I know how to apply my knowledge.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,yes,,"AYALON,EH,"
efficiency_1,efficiency,efficiency,אני מדייק/ת בעבודתי,I am exacting in my work.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,yes,yes,,"AYALON,EH,"
efficiency_2,efficiency,efficiency,אני מתכנן/ת תוכניות ודובק/ת בהן,I make plans and stick to them.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,yes,yes,,"AYALON,EH,"
efficiency_3,efficiency,efficiency,אני מבצע/ת את תוכניותיי,I follow through with my plans.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,yes,,"AYALON,EH,"
efficiency_4r,efficiency,efficiency,אני מבזבז/ת את זמני,I waste my time.,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
efficiency_5r,efficiency,efficiency,אני מתקשה להתחיל לעבוד,I find it difficult to get down to work.,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
efficiency_6r,efficiency,efficiency,אני דוחה החלטות,I postpone decisions.,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
efficiency_7r,efficiency,efficiency,אני מתקשה להתחיל משימות,I have difficulty starting tasks.,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
efficiency_8r,efficiency,efficiency,"במה שקשור לביצוע משימות אני צריך/ה שיעזרו לי ""להתניע""",I need a push to get started.,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
efficiency_9r,efficiency,efficiency,אני לעיתים קרובות שוכח/ת לעשות דברים,I frequently forget to do things.,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,yes,,"AYALON,EH,"
resourcefulness_1,resourcefulness,learning competence,אני יכול/ה לעבוד תחת לחץ,I can work under pressure.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
resourcefulness_2,resourcefulness,learning competence,אני צריכ/ה שיסבירו לי פעם אחת בלבד ,I need things explained only once.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
resourcefulness_3,resourcefulness,learning competence,אני יכול/ה להתמודד עם הרבה מידע,I can handle a lot of information.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
resourcefulness_4,resourcefulness,learning competence,אני יכול/ה להתמודד עם כל דבר,I can tackle anything.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
resourcefulness_5,resourcefulness,learning competence,אני יכול/ה להתמודד עם הרבה דברים בו-זמנית,I can manage many things at the same time.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
resourcefulness_6,resourcefulness,learning competence,אני טוב/ה בהרבה דברים,I am good at many things.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
resourcefulness_7r,resourcefulness,learning competence,אני לא שמ/ה לב,I don't pay attention.,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
resourcefulness_8r,resourcefulness,learning competence,אני מוותר/ת בקלות,I Give up easily.,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
growth_1,growth mindset,growth mindset,אני קורא/ת ספר הדרכה עצמי,I read a self-help book.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
growth_2,growth mindset,growth mindset,קניתי ספר הדרכה עצמי,I bought a self-help book.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
growth_3,growth mindset,growth mindset,למדתי נושאים,I have studied some subject.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
growth_4,growth mindset,growth mindset,למדתי מיומנות חדשה,I learned a new skill,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
growth_5,growth mindset,growth mindset,נרשמתי לקורס,I enrolled in a course of study.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
stability_1,emotional stability,emotional regulation,אני מתרגז/ת לעיתים רחוקות,I seldom get mad.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
stability_2,emotional stability,emotional regulation,אני לא מוטרד/ת בקלות,I am not easily bothered by things.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,yes,,"AYALON,EH,"
stability_3,emotional stability,emotional regulation,אני לא נהיה/נהיית מתוסכל/ת בקלות,I am not easily frustrated.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
stability_4,emotional stability,emotional regulation,אני לעיתים רחוקות נעלב/ת,I seldom take offense.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
stability_5,emotional stability,emotional regulation,אני שומר/ת על קור רוח,I keep my cool.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,yes,,"AYALON,EH,"
stability_6r,emotional stability,emotional regulation,אני נלחץ/ת בקלות,I get stressed out easily.,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,yes,yes,,"AYALON,EH,"
stability_7r,emotional stability,emotional regulation,אני מוטרד/ת בקלות,I am easily disturbed.,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,yes,,"AYALON,EH,"
stability_8r,emotional stability,emotional regulation,אני משנה את מצב רוחי הרבה,I change my mood a lot.,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,yes,,"AYALON,EH,"
stability_9r,emotional stability,emotional regulation,אני חושב/ת הרבה על הבעיות שלי,I get caught up in my problems.,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
negotiation_1,Interest in Negotiation,Interest in Negotiation,אני נהנה/ית להתמקח,I enjoy bargaining.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
negotiation_2,Interest in Negotiation,Interest in Negotiation,אני יכול/ה להציג את דעות הקבוצה שלי לאחרים,I can represent my group's views to others.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
negotiation_3,Interest in Negotiation,Interest in Negotiation,אני יכול/ה בדרך כלל להבין את שני הצדדים של בעיה מסוימת,I can usually understand both sides of an issue.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
negotiation_4,Interest in Negotiation,Interest in Negotiation,אני יכול/ה לתווך במריבות,I can mediate in quarrels.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
negotiation_5,Interest in Negotiation,Interest in Negotiation,אני נהנה/ית לפתור מחלוקות,I enjoy resolving disputes.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
negotiation_6,Interest in Negotiation,Interest in Negotiation,אני נהנה/ית לקחת חלק במשא ומתן,I enjoy negotiating.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
negotiation_7,Interest in Negotiation,Interest in Negotiation,אני מוכנ/ה להקריב על מנת להגיע לפשרה,I will sacrifice to reach a compromise.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
negotiation_8,Interest in Negotiation,Interest in Negotiation,אני יכול/ה לפתור עימותים,I can resolve conflicts.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
negotiation_9,Interest in Negotiation,Interest in Negotiation,אני מוכנ/ה להתפשר,I am willing to compromise.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
negotiation_10,Interest in Negotiation,Interest in Negotiation,אני יכול/ה לעזור לאחרים לגשר על ההבדלים ביניהם,I can help others reconcile their differences.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
negotiation_11,Interest in Negotiation,Interest in Negotiation,אני יכול/ה לחבר בין מתחרים,I can bring contesting people together.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
negotiation_12,Interest in Negotiation,Interest in Negotiation,אני יכול/ה לראות קווים משותפים גם בדעות מנוגדות,I can see common ground in opposing views.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
negotiation_13,Interest in Negotiation,Interest in Negotiation,אני אוהב/ת לנהל משא ומתן על מנת להגיע לפשרה,I like to negotiate compromise.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
confidence_1,confidence,confidence,אני בטוח/ה בעצמי,I am sure of my ground.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
confidence_2,confidence,confidence,אני מעריך/ה את עצמי,I think highly of myself.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
confidence_3,confidence,confidence,אני יודע/ת מיד מה עליי לעשות,I know immediately what to do.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
confidence_4r,confidence,confidence,אני לא מעריכ/ה את עצמי,I have a low opinion of myself.,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
confidence_5r,confidence,confidence,ניתן להפחיד אותי בקלות,I am easily intimidated.,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
confidence_6r,confidence,confidence,אני מרגיש/ה מאוים/ת בקלות,I feel threatened easily.,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
work_tendency_1,work tendency,work tendency,אני מסוגל/ת לשתף פעולה עם אחרים,I am able to cooperate with others.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,yes,,,
work_tendency_2,work tendency,work tendency,אני עובד/ת טוב עם אחרים,I work well with others.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
work_tendency_3,work tendency,work tendency,אני נלהב/ת לעבוד עם אחרים,I'm eager to work with others.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
work_tendency_4,work tendency,work tendency,אני אוהב/ת לסייע ללקוחות,I like to assist clients or customers.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
work_tendency_5r,work tendency,work tendency,אני מעדיף/ה לעבוד לבד,I prefer to work alone.,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,yes,,"AYALON,EH,"
work_tendency_6r,work tendency,work tendency,אני לא אוהב/ת קבוצות עבודה,I dislike group projects.,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
work_tendency_7,work tendency,work tendency,אני אוהב/ת להיות חלק מצוות,I like to be part of a team.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,yes,,,
work_tendency_8,work tendency,work tendency,הצלחת הצוות חשובה עבורי,Team success is important to me.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,yes,,"AYALON,EH,"
work_tendency_9,work tendency,work tendency,הצלחת הצוות חשובה עבורי יותר מרווח אישי,Team success is more important than personal gain.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
work_tendency_10,work tendency,work tendency,אני מוכן/ה להקריב בשביל הצוות,I will sacrifice for the team.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
work_tendency_11,work tendency,work tendency,אני נהנה/ית לשתף פעולה במשימות שקשורות לעבודה,I enjoy collaborating on work tasks.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
work_tendency_12,work tendency,work tendency,אני אוהב/ת להיות חלק מקבוצה עם מטרה משותפת,I like being part of a group with a  common goal.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,yes,,"AYALON,EH,"
work_tendency_13,work tendency,work tendency,אני חושב/ת שקבוצות טובות על מנת לפתור בעיות,I think groups are good for solving problems.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
work_tendency_14r,work tendency,work tendency,זה לא כל כך משנה לי אם יהיו לי חברים במקום העבודה,,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,yes,,"AYALON,EH,"
work_tendency_15r,work tendency,work tendency,המפתח להצלחה בעבודה הוא להיות ממוקד/ת באופן בלעדי בהשגת המטרות והיעדים האישיים שלך,,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,yes,,"AYALON,EH,"
work_tendency_16,work tendency,work tendency,"המפתח להצלחה בעבודה הוא להיות ""שחקן/ית צוות""",,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,yes,,"AYALON,EH,"
work_tendency_17r,work tendency,work tendency,הייתי יכול/ה לעבוד בעבודה שבה אני נמצא/ת לבדי במרבית שעות היום,,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,yes,,"AYALON,EH,"
details_1,Attentiveness to Details,Attentiveness to Details,אני שם/ה לב לפרטים,I pay attention to details.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,yes,,"AYALON,EH,"
details_2,Attentiveness to Details,Attentiveness to Details,אני לא עוצר/ת עד שהכל מושלם,I continue until everything is perfect.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
details_3,Attentiveness to Details,Attentiveness to Details,אני לא אוהב/ת עבודה לא מושלמת,I dislike imperfect work.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
details_4,Attentiveness to Details,Attentiveness to Details,אני מדויק/ת בעבודתי,I am exacting in my work.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,yes,,"AYALON,EH,"
details_5,Attentiveness to Details,Attentiveness to Details,אני רוצה שהכל יהיה מדויק,"I want everything to be ""just right"".",,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
details_6,Attentiveness to Details,Attentiveness to Details,אני רוצה שיתייחסו לכל פרט,I want every detail taken care of.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,yes,yes,,"AYALON,EH,"
details_7,Attentiveness to Details,Attentiveness to Details,באופן שגרתי אני עושה בקרה על עבודתי,I routinely double-check my work.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,yes,,"AYALON,EH,"
details_8r,Attentiveness to Details,Attentiveness to Details,לעיתים רחוקות אני מבחין/ה בפרטים,I seldom notice details.,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,yes,,"AYALON,EH,"
details_9,Attentiveness to Details,Attentiveness to Details,אני פרפקציוניסט/ית,I'm a perfectionist.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
details_10r,Attentiveness to Details,Attentiveness to Details,אני לא דואג/ת לגבי פרטים קטנים,I don't worry about details.,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
details_11,Attentiveness to Details,Attentiveness to Details,יש לי גישה קפדנית לעבודה,I take a meticulous approach to work.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,yes,,"AYALON,EH,"
details_12,Attentiveness to Details,Attentiveness to Details,אני שמ/ה לב לפרטים שאחרים לא שמים אליהם לב,I pay attention to details others might overlook.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,yes,yes,,"AYALON,EH,"
details_13,Attentiveness to Details,Attentiveness to Details,אני מפקח/ת ביסודיות על מה שאחרים עושים,I inspect thoroughly what others do.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,yes,,"AYALON,EH,"
details_14,Attentiveness to Details,Attentiveness to Details,אני רואה את עצמי כעובד/ת זהיר/ה,I think of myself as a careful worker.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
details_15r,Attentiveness to Details,Attentiveness to Details,אני לא מבזבז/ת זמן בדאגה לפרטים הקטנים,I don't waste time worrying about details.,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
creativity_1,Desire to Generate Ideas,Desire to Generate Ideas,אני מלא/ה ברעיונות,I am full of ideas.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
creativity_2,Desire to Generate Ideas,Desire to Generate Ideas,אני אוהב/ת להמציא דרכים חדשות לעשות דברים,I like to think up new ways of doing things.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
creativity_3,Desire to Generate Ideas,Desire to Generate Ideas,אני חושב/ת על רעיונות חדשים,I think up new ideas.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
creativity_4,Desire to Generate Ideas,Desire to Generate Ideas,אני חושב/ת על אלטרנטיבות,I come up with alternatives.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
creativity_6,Desire to Generate Ideas,Desire to Generate Ideas,יש לי רעיונות מעולים,I have excellent ideas.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
creativity_7,Desire to Generate Ideas,Desire to Generate Ideas,אני מתרגש/ת מרעיונות חדשים,I get excited by new ideas.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
creativity_9,Desire to Generate Ideas,Desire to Generate Ideas,אני אוהב/ת לפתח רעיונות חדשים,I like to develop new ideas.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
creativity_10,Desire to Generate Ideas,Desire to Generate Ideas,אני אוהב/ת למצוא פתרונות ייחודיים לבעיות,I like to find unusual solutions to problems.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
creativity_11,Desire to Generate Ideas,Desire to Generate Ideas,אני מעדיפ/ה עבודה שדורשת חדשנות,I prefer jobs that require innovations.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
creativity_12,Desire to Generate Ideas,Desire to Generate Ideas,קל לי לחשוב על דרכים לפתרון בעיות,I find it easy to think of new ways to approach problems.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
creativity_13,Desire to Generate Ideas,Desire to Generate Ideas,אני יצירתי/ת,I am creative.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
think_through_1,thinking things through,thinking things through,אני מהרהר/ת על דברים,I spend time reflecting on things.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
think_through_2,thinking things through,thinking things through,אני אוהב/ת לפתור בעיות מסובכות,I like to solve complex problems.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
think_through_3,thinking things through,thinking things through,אני נהנה/ית לחשוב על דברים,I enjoy thinking about things.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
think_through_4,thinking things through,thinking things through,אני יכול/ה לזהות חשיבה פגומה,I can spot faulty reasoning.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
think_through_5,thinking things through,thinking things through,אני חושב/ת לעומק על דברים,I think deeply about things.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
think_through_6r,thinking things through,thinking things through,אני נמנע/ת מדיונים פילוסופיים,I avoid philosophical discussions .,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
think_through_7r,thinking things through,thinking things through,אני לא מתעניין/ת בהשערות לגבי דברים,I am not interested in speculating about things.,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
think_through_8r,thinking things through,thinking things through,אני לא אוהב/ת להרהר לגבי דברים,I don't like to ponder over things.,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
think_through_9r,thinking things through,thinking things through,אני שונא/ת לנתח דברים לעומק,I hate to analyze things too much.,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
think_through_10,thinking things through,thinking things through,אני חושב/ת על השלכות של פעולות,I think about consequences of actions.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
think_through_11,thinking things through,thinking things through,אני נוטה לעבור על התהליך במוחי לפני שאני מתחיל/ה משימה,I tend to go through procedures in my mind before actually starting a task.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
think_through_12,thinking things through,thinking things through,אני מעריכ/ה מידע לפני קבלתו,I evaluate information before accepting it.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
think_through_13,thinking things through,thinking things through,אני מנסה להבין את המצב לפני שאני מקבל/ת החלטה,I try to figure out what's going to happen before making a decision.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
think_through_14,thinking things through,thinking things through,אני מטיל/ה ספק בדברים שאני לא מבינ/ה,I question things I don't understand.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
conversation_dominnace_1,conversation_dominnace,assertiveness,"בשיחות שיש לי עם חברים, אני בדרך כלל מדבר/ת יותר מהם ","In conversations I have with friends, I usually talk more than they do.",,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
conversation_dominnace_2r,conversation_dominnace,assertiveness,קורה לי הרבה פעמים שקוטעים את דבריי ,"Very often, I find I am interrupted when speaking. ",yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
conversation_dominnace_3,conversation_dominnace,assertiveness,קורה לא מעט שאני קוטע/ת את דבריהם של אחרים ,"Very often, I find myself interrupting others while they are speaking. ",,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
information_giving_1,information giving,information giving,אני אוהב/ת להסביר לאחרים על דברים שאני מבין/ה בהם ,I enjoy explaining things about which I am knowledgeable to others. ,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
information_giving_2r,information giving,information giving,זה מעצבן אותי כשמבקשים ממני הסברים ,It annoys me when I'm asked to give explanations .,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
information_giving_3,information giving,information giving,לפעמים זה מרגיש לי שאני ממשיך/ה להסביר גם אחרי שאנשים כבר הבינו את כוונתי ,Sometimes it feels to me that I continue to explain even after people have already understood what I mean.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
